timestamp,log_10(bw)
1666441811.4678144,9.839906473954828
1666453674.5512836,9.848120117209751
1666476835.5100243,9.847463454897401
1666480417.2206182,9.847870517537253
1666483920.7072706,9.847884079723164
1666487563.7929251,9.840030149041812
1666491204.4222815,9.835840805055287
1666494728.781984,9.847924763739963
1666498322.7829573,9.847970990951492
1666501912.5293047,9.850264451818935
1666505997.8181894,9.843809377500866
1666517067.6075747,9.847514050108343
1666519993.7528794,9.849899513656009
1666523578.805312,9.828526494806033
1666527152.4498873,9.849825875507195
1666530750.8017116,9.839875078734213
1666534331.6789274,9.833935268955996
1666537933.3348787,9.849897672854453
1666631517.2758446,9.849323575869304
1666635140.429981,9.846233165969142
1666638722.2169642,9.840049607397011
1666642404.0735822,9.84643794088098
1666645913.5985804,9.847984550000223
1666649561.6806386,9.84803385206376
1666653161.6361105,9.836426662937171
1666656735.3197858,9.8449944173981
1666660414.0934381,9.841600330705893
1666663938.640884,9.83610311375005
1666667569.9078364,9.847251754914893
1666671134.0128806,9.836175949168506
1666674717.8789294,9.84813675208854
1666678382.3117936,9.8479691419575
1666682036.4759247,9.84812627835026
1666685560.6933734,9.849418799518556
1666689154.5506265,9.849770024918767
1666692796.2030494,9.844710724847113
1666696343.1282375,9.85012341964198
1666699937.9731688,9.84763681154307
1666703564.2370124,9.846870063964763
1666707232.6496975,9.850217854948431
1666710902.7951665,9.840743261497082
1666714513.0488312,9.835715931013725
1666718342.309672,9.847261015089703
1666721696.7838135,9.847420876311254
1666725364.9331481,9.847517751965537
1666728968.8657572,9.847147409965578
1666732445.7286785,9.84008224526102
1666736003.3008974,9.849809305202854
1666740570.7857685,9.847452964908642
1666743175.657112,9.847557853396037
1666746835.6843765,9.85039195453656
1666750416.5068862,9.837723503014503
1666753949.7707796,9.828487819976854
1666757606.9407995,9.847956815129722
1666761288.0887122,9.840463048243986
1666764816.8360612,9.84990074085271
1666768328.3196476,9.845867919717804
1666772748.15293,9.847572042246103
1666776418.8917644,9.837330183495064
1666779444.6041365,9.848058500996855
1666782844.7042658,9.84495469918269
1666786386.3962526,9.847866202207463
1666789931.5386114,9.847425813172867
1666793522.9636333,9.847021421710409
1666797122.9462519,9.85012341964198
1666804441.251074,9.846088342344585
1666807942.8804429,9.843168594974411
1666811621.6329427,9.848002422644964
1666815519.5612686,9.839922798572658
1666818887.7403286,9.83932655211171
1666822366.1399796,9.840397827280164
1666825995.4611595,9.844122263742326
1666829588.0291386,9.847649764243409
1666833174.4301207,9.840652384390786
1666836743.403729,9.848658271146943
1666840349.294658,9.837310602912362
1666843949.764869,9.848226076651171
1666847573.1859288,9.845679605058391
1666851122.5799654,9.83840260799389
1666854721.9085207,9.847622624808963
1666858322.3094196,9.828211839574653
1666861983.4380221,9.839358615683759
1666865555.6284688,9.838146097958122
1666869121.7887998,9.844426225478848
1666872724.55168,9.844375890687592
1666876328.8136954,9.848084997039727
1666879926.6004374,9.849974366309668
1666883601.85284,9.847052304566123
1666887282.4407687,9.846460206651988
1666890910.8498466,9.847215947047728
1666894475.1836119,9.846445362931489
1666898008.7168574,9.848148457732416
1666901613.0151207,9.846274623670523
1666905231.1695206,9.849668739046505
1666909118.7067535,9.84655853348802
1666912548.0863636,9.84812196556108
1666916192.6445105,9.840753288150864
1666919861.7907872,9.840761434636617
1666923427.045908,9.848335705138467
1666926989.019268,9.849390541775472
1666930633.9060938,9.844734321227293
1666934107.8440619,9.845647385160502
1666937617.8594742,9.84602705626988
1666941286.710804,9.83749247885407
1666945019.616492,9.84613909800035
1666948523.356958,9.847771870715189
1666951975.3337462,9.84790935357594
1666955611.086643,9.827677435226267
1666959185.50701,9.837970171816993
1666962689.9683475,9.849649092990688
1666966328.4439585,9.841426424241062
1666969924.17694,9.844857870812083
1666973547.6753948,9.84938747017087
1666977294.0354302,9.849811146379002
1666980864.3087294,9.840194576081332
1666984472.3019214,9.84157281057995
1666988063.9272046,9.845597811418779
1666992073.0308,9.844663528240241
1666996181.2391655,9.849691453690733
1666998792.5560381,9.849990930317496
1667002807.633285,9.848161395182274
1667005996.887419,9.83599098666649
1667009579.7659714,9.847919216143909
1667013111.0189295,9.84619913056966
1667016737.3129613,9.839826097657737
1667020489.0737288,9.829112641206946
1667024009.371746,9.847322127291957
1667027735.764019,9.849425556532552
1667031314.4239519,9.843824311588948
1667034918.8237627,9.84612300538586
1667038444.4195008,9.847835377176187
1667041919.4115796,9.828965212904636
1667045697.3192675,9.839530838284915
1667049174.5753605,9.847475795736262
1667053015.5628874,9.846457732733805
1667056468.542638,9.839039131663993
1667060124.0603044,9.837292916465938
1667065126.5366955,9.839784647816256
1667078501.6503375,9.840767701060132
1667081901.4223814,9.849958415186498
1667097598.922459,9.850317173827758
1667100615.3558464,9.841196735984974
1667104233.85377,9.837763257073744
1667108011.3477588,9.847418407859402
1667111034.4417071,9.849650934846174
1667115637.286118,9.83793169818282
1667117984.5296464,9.839511356672107
1667121480.9708602,9.847642362747662
1667125102.2159386,9.847726238980792
1667128438.3871288,9.839971140956957
1667131992.2556248,9.847011538732746
1667135583.6431534,9.83976078096132
1667139281.4920022,9.848224844713187
1667142895.1755912,9.847797151098641
1667146399.4696233,9.846400210162901
1667149935.5292788,9.847525155585256
1667153530.3668342,9.849773093818902
1667157125.9061313,9.841811052044527
1667160828.4673073,9.8476059702254
1667164458.4592724,9.85024299335488
1667167929.8158119,9.850111153809747
1667171501.4472213,9.835907347619694
1667175089.0628035,9.840041447547751
1667178688.9125965,9.846951000586667
1667182324.2946074,9.847753371941273
1667185962.3238304,9.839575454170074
1667189510.7547293,9.837611162352252
1667193126.3185866,9.84721656444976
1667196961.7793248,9.849820352142665
1667200473.535577,9.848480397005464
1667204965.5152755,9.84960611414496
1667207525.7803113,9.85006331375368
1667211111.833031,9.850301235290768
1667214722.9014359,9.849941236398633
1667218445.3298852,9.823583115186633
1667222051.9439476,9.849571113942801
1667225720.8166661,9.845550711122169
1667229471.5955908,9.837963234200425
1667233388.216615,9.845946566469259
1667236489.335252,9.850093981062608
1667239954.0349488,9.846056152757388
1667243666.810562,9.846295660393421
1667247510.3367255,9.838025668760224
1667250911.9947445,9.846480615939317
1667254497.0496838,9.847651614597632
1667258627.5099113,9.837980262697807
1667262057.4579535,9.828245379264748
1667265131.0064461,9.837762626085349
1667268738.560025,9.847262867100973
1667272356.0788348,9.847456050225755
1667276102.007939,9.847722538900292
1667279591.4344912,9.848195893164494
1667283227.6954806,9.847109123283325
1667286770.6246107,9.84926458816942
1667290360.6604865,9.847781736405766
1667293973.756424,9.844707619964801
1667297535.150687,9.835893406212397
1667301118.898107,9.848051722679713
1667304735.3733392,9.837440071030008
1667308326.303786,9.847381996564792
1667311957.1375911,9.837923498443132
1667315550.643926,9.846894779036825
1667319193.6126726,9.828373709160633
1667323144.3389866,9.847044275234898
1667326747.1458695,9.840535156177387
1667330736.3385468,9.8439674038966
1667334531.8083336,9.849899513656009
1667338123.6776586,9.844878976271238
1667340932.5723221,9.847598567983248
1667344438.801869,9.84462502194596
1667348151.3638372,9.850020375882737
1667351637.9742785,9.847790985287146
1667358859.535659,9.835878830626239
1667362467.435936,9.848038165728036
1667366009.4022574,9.849072822793424
1667369903.145876,9.84474611893663
1667373408.8765357,9.847052304566123
1667376789.9582276,9.847679985708623
1667380430.431829,9.847122709266603
1667384015.5489526,9.847974688915857
1667387756.8816786,9.844239771109768
1667391182.9987874,9.840631072523658
1667394828.1481106,9.841972306727357
1667398372.440503,9.847499242364034
1667402011.139875,9.828524561146367
1667405674.7336042,9.847949418865108
1667409207.8244,9.827639330579514
1667412843.3637195,9.83581355134791
1667416489.5826447,9.827760091441801
1667420082.7366464,9.835789465252654
1667423671.3985288,9.844813794339867
1667427409.5196285,9.847452964908642
1667430893.1709814,9.837911513929713
1667434499.5801506,9.846676001777093
1667438075.5809028,9.847968525624422
1667441640.6506276,9.850222146974492
1667445281.246265,9.84790565505521
1667448914.6879067,9.835779957215742
1667456117.1681864,9.837902052238137
1667459619.862679,9.849290396273974
1667463385.768009,9.847934625957985
1667466771.3549032,9.850297557083778
1667470414.933079,9.844862836894748
1667474083.7023654,9.848083764701485
1667477629.9910989,9.847119621580452
1667481229.8276114,9.840646116303136
1667484833.0982,9.837980262697807
1667488612.2434218,9.848110875335092
1667492100.0508947,9.847873599889423
1667495715.9680364,9.829165419960905
1667499802.076414,9.846468865254659
1667503062.9436634,9.847543664082394
1667506857.1850019,9.8480566523754
1667510250.6772587,9.849472852687112
1667514001.3508651,9.848088077870038
1667517555.9810627,9.827985378891231
1667521150.452984,9.848025224606657
1667524511.6493294,9.846370518112817
1667528052.2361374,9.827895019739154
1667531642.4483712,9.847521453791172
1667535314.2271714,9.828284720600033
1667538931.196573,9.849109092610489
1667542490.9289074,9.85012955242819
1667546074.757958,9.848019062032364
1667550536.408266,9.844679054005972
1667553330.9507346,9.846468865254659
1667556950.6946795,9.84654060132238
1667560356.216845,9.84665003783799
1667563962.835716,9.835871859520806
1667567547.9109068,9.847460369632893
1667571170.8890455,9.848331394428524
1667574771.6009328,9.850041845348855
1667578381.1319168,9.8460728668793
1667582003.2428215,9.84633216287674
1667585608.991768,9.827766548296172
1667592778.3443475,9.828476861482406
1667596476.5461168,9.839824213659847
1667600018.8431027,9.850332498792488
1667603623.7375553,9.844662286155005
1667608700.405975,9.8461706625507
1667610751.782535,9.839697338996508
1667614422.1427193,9.829911359893917
1667618081.1784918,9.829436936054824
1667621527.8817458,9.84729928838436
1667625120.6458302,9.847925996529462
1667628706.4537768,9.84668651054926
1667632382.390295,9.84971662258462
1667635944.3867435,9.85012648604591
1667639560.4321752,9.828548409013877
1667643204.4410324,9.832300656898132
1667646748.5181513,9.846084628283208
1667650350.0932186,9.847767554405083
1667653950.3239667,9.847024510094805
1667657565.4517825,9.837984677384439
1667661126.2983053,9.83474233127466
1667664784.4961224,9.847561554879876
1667668425.727211,9.847305461180527
1667672189.006647,9.849514616437297
1667676071.9941885,9.850324529878318
1667679346.0913846,9.846839786084573
1667682774.5297062,9.848046176705179
1667686443.6526802,9.850223373259864
1667690008.1443048,9.835959307104474
1667694401.8708394,9.835791366835057
1667697211.8899438,9.847343730558633
1667700790.8030362,9.84776817102344
1667704886.7402382,9.848990436022842
1667708083.0052571,9.849122616173775
1667711628.489887,9.845895788306178
1667715152.9791448,9.835521892999171
1667720010.2897787,9.849937555141393
1667722497.6323605,9.83916431187072
1667730692.827807,9.84998418209427
1667733168.4236465,9.847246816074255
1667737066.3799336,9.84749677435756
1667740517.7661555,9.846960267176419
1667744878.7992857,9.844710103872425
1667747830.843001,9.84725545900851
1667751630.7935915,9.83606004010282
1667755952.3648524,9.848115804359383
1667759666.2227914,9.842716551999072
1667763305.8428495,9.838898811462094
1667766160.4781113,9.849680403471664
1667770347.489727,9.84753070821722
1667772892.1012964,9.849905036013864
1667776523.8911445,9.848051106463819
1667780051.914648,9.846307415765343
1667783557.9487176,9.848074522053198
1667787445.4323115,9.847060951372196
1667790977.5771127,9.850857511845954
1667794407.1503992,9.847520219852797
1667797944.9823642,9.849948598819497
1667801627.959965,9.847678135475274
1667805225.2444375,9.850038778347248
1667808791.8222654,9.848117652729073
1667812408.8543189,9.839231604907921
1667815907.2925036,9.848163243357934
1667819535.236865,9.845045921549255
1667823132.2776759,9.83885664361909
1667826737.0547414,9.838088724861363
1667830372.3695652,9.84459272371156
1667834461.8379068,9.834434692443944
1667841842.0595055,9.839747590820867
1667845009.187107,9.847192485120043
1667848672.3250165,9.850558019728734
1667852082.5058632,9.846502879522589
1667859772.1680481,9.848000573784788
1667862926.0468285,9.844208065904537
1667866827.3422625,9.846196036310165
1667871137.47201,9.848990436022842
1667873865.0384233,9.844507618783977
1667877408.1349635,9.846241210310202
1667881580.9696436,9.846272148694952
1667884544.3364437,9.847481966024194
1667888201.417401,9.847209772979118
1667891707.0498946,9.847081950041668
1667895521.654211,9.844948492883397
1667898806.4170058,9.845036614022305
1667902422.7354095,9.84729126361817
1667906006.591558,9.847755838489988
1667909655.256049,9.849326647925839
1667913156.3132179,9.847339409991267
1667916761.7404053,9.839747590820867
1667920370.6388984,9.849942463477444
1667924003.2763925,9.84534427720833
1667927655.6098068,9.847645446719552
1667931199.988591,9.84760288597317
1667934883.629801,9.846488037260553
1667938437.1043193,9.848546877528733
1667942031.8977602,9.840183909039698
1667945676.9722695,9.850056566655088
1667949453.6925585,9.83906870009317
1667953253.2173154,9.846229453146089
1667956586.9853792,9.836073976162066
1667960180.8495665,9.848132439403367
