timestamp,log_10(bw)
1667963713.7549255,9.844562286638553
1667967217.9117405,9.848098552529613
1667970830.584076,9.847814414905141
1667974713.5874677,9.839714927796454
1667978051.7600622,9.84621645801543
1667981688.875584,9.834681329325262
1667985240.3037086,9.838042064227276
1667988933.5009122,9.827509491342079
1667992507.7126644,9.842003550709922
1667996060.6767952,9.846430518703633
1667999716.70727,9.823620273626585
1668003376.2683005,9.826356678519137
1668006875.023771,9.834464576017815
1668010487.1161046,9.832100611755457
1668014067.5586011,9.845046542043962
1668017746.1507812,9.846150238691846
1668021375.5179234,9.84795126794307
1668025064.9752967,9.847241877177453
1668028385.6260126,9.841566555762656
1668032374.652898,9.846164473603993
1668035652.4858208,9.843594643215322
1668039336.9955382,9.83916431187072
1668042816.6795974,9.847353605979784
1668046399.3048134,9.817042182501618
1668050024.996894,9.844765988038484
1668053580.5002878,9.849765728422145
1668057181.5082707,9.846863267073363
1668061018.817989,9.84744556005814
1668064524.0912569,9.84672483450484
1668068023.0147939,9.83916431187072
1668071627.5641599,9.850095821032284
1668075299.1151686,9.847470859442797
1668078875.6079824,9.84801043428144
1668082365.7521515,9.847572042246103
1668085973.7537847,9.843158623929224
1668089602.8760624,9.847082567634224
1668093264.9399402,9.835964375989688
1668096984.892468,9.846712472308027
1668100649.4955876,9.847820580384012
1668104924.928936,9.837254382785042
1668108413.1720545,9.847091213837787
1668111209.4469187,9.840879228272666
1668114843.5243278,9.845688279237887
1668118385.453499,9.846165092502634
1668122081.112299,9.849241851187543
1668125677.4744072,9.847776803588491
1668129164.250323,9.848415137705803
1668132758.4876704,9.8464855635009
1668136420.3992946,9.838520413178973
1668140216.1364362,9.849460568466812
1668143814.9422998,9.840815949492908
1668147314.3089852,9.84989521844024
1668150807.9460635,9.846431755741996
1668154518.5201645,9.850310430671957
1668158099.4254205,9.8480055040611
1668161793.1117628,9.847808249338742
1668165191.6199934,9.837323235647414
1668168763.8850925,9.840321932868092
1668172378.3569918,9.843227170242097
1668176003.5895586,9.84587411289199
1668179608.4002814,9.848836072466273
1668183267.0266693,9.847332003204349
1668186842.3036492,9.846126719119056
1668190385.4269552,9.841085290289367
1668287647.67414,9.849708028492168
1668291159.1805336,9.847585613755886
1668294819.235232,9.849909331132537
1668298370.461676,9.846174375876394
1668302085.8071914,9.847377059205066
1668305640.5716693,9.839516384268752
1668309174.7217948,9.84759610054116
1668312825.0383644,9.848727800744935
1668316442.5311325,9.837832660200592
1668320008.8789756,9.85022398640125
1668323576.7521346,9.848039398195679
1668327178.3082366,9.849010111896067
1668330826.2871828,9.835613215805378
1668334396.8587413,9.834563749313565
1668337979.2608414,9.839775854917038
1668341608.8318822,9.849923443366242
1668345254.5291975,9.849701275871643
1668348800.7564795,9.837710250852721
1668352492.6194243,9.845222106429015
1668356021.7908752,9.849930192533307
1668359629.92384,9.8377184546196
1668364453.3931255,9.85025770784448
1668368058.911849,9.829887586753145
1668371647.2633445,9.8499792742297
1668375228.8731384,9.833728333043153
1668378834.7704005,9.846243066675443
1668382504.3253133,9.845997338695996
1668386112.9556847,9.845764480653996
1668389646.2449734,9.83981290950092
1668393254.6868453,9.846620362863916
1668396827.1585221,9.839352957578347
1668400445.7326267,9.847860653863297
1668404023.571449,9.848271039996199
1668407652.518143,9.847100477436307
1668411305.3763466,9.8448963564675
1668414820.9724698,9.828324703223656
1668418457.9239955,9.82096753329461
1668422068.8426194,9.838226785751457
1668425676.3476884,9.848218068991804
1668429233.4699712,9.843080093947405
1668432842.924135,9.849997064974891
1668436416.7586215,9.84800673662143
1668440017.302927,9.843801910264247
1668443625.0703552,9.842889942721856
1668447204.474268,9.846340824032591
1668450895.1744726,9.84550236603193
1668454524.305239,9.846174375876394
1668514377.2988935,9.844538059688432
1668517970.3388507,9.849753452483293
1668521705.8549054,9.846128575973744
1668525417.030165,9.847192485120043
1668529059.1034172,9.8456727895101
1668532397.68415,9.850081101056624
1668536485.7300587,9.850490620849351
1668539678.6769495,9.827229009479435
1668543298.688775,9.846653128864519
1668546887.7498968,9.828338244890718
1668550651.1119885,9.847369035875786
1668554237.3741918,9.846282667243717
1668557876.7855172,9.847668884190266
1668561350.2142725,9.848088077870038
1668564900.4333673,9.847441240503713
1668568553.0613475,9.846412581251329
1668571968.3108132,9.84619541745562
1668575614.2838259,9.84729928838436
1668579282.6561794,9.84636866229228
1668582822.9584148,9.847248668146076
1668586380.6822205,9.850067607307297
1668589917.4963489,9.840241006033876
1668593591.166554,9.845847481616355
1668597113.5072787,9.84655358675766
1668600743.6036825,9.843591530343568
1668604327.2079673,9.840092287187273
1668665568.0809386,9.850092141085144
1668669092.2174525,9.849263359173808
1668672698.3833144,9.850455691860748
1668676375.133631,9.847556619561082
1668679942.615601,9.84666487456469
1668683621.3449125,9.847840309328221
1668687449.2678475,9.847026363114901
1668690944.3490622,9.848190349030734
1668694513.7437596,9.848107794666502
1668698031.5049233,9.84621645801543
1668701702.0136065,9.844943527780103
1668705273.6664758,9.846569045102957
1668709224.5007606,9.847488753239665
1668712578.76046,9.846527615498823
1668716037.4578626,9.847321510039977
1668719599.8259542,9.840229712718482
1668723447.4606562,9.850074967586176
1668726769.061617,9.83585157930509
1668730406.7689352,9.847667033909618
1668733980.014925,9.847138147368094
1668737647.1908035,9.836085378059744
1668741305.5685945,9.848027689611886
1668744964.069854,9.847122709266603
1668748521.6290965,9.846499787426492
1668752260.6693475,9.844677811965136
1668755628.3304265,9.848466237801759
1668759287.667113,9.846755120399944
1668762766.674033,9.847212242617092
1668766370.8487856,9.847429515782247
1668769952.8038163,9.838867343310175
1668773536.7890644,9.849351837969776
1668777180.9446099,9.846773043710384
1668780769.4173412,9.846401447287601
1668784378.1459887,9.84148711174525
1668787995.6105225,9.844858491575524
1668792085.194654,9.84794325521504
1668795412.918376,9.847432601265952
1668798825.7791893,9.840210262431325
1668802380.4557302,9.844800756779556
1668806021.4848144,9.846409488512258
1668809889.613961,9.827371858132333
1668813213.6071775,9.847941406102963
1668817014.6064453,9.847235086102641
1668820361.5583715,9.849448283899036
1668823962.1894774,9.8501632812044
1668827534.643989,9.844998140794573
1668831136.4910598,9.838224264484817
1668834743.5962179,9.835727976267616
1668838367.0224993,9.849794575512655
1668841938.175442,9.847761388173382
1668845534.6683881,9.847516518016645
1668849140.561693,9.846538127862118
1668852731.243809,9.846547403265475
1668856302.7438822,9.850136911657323
1668859906.5926757,9.846648183211514
1668863581.8550296,9.846650656045057
1668867171.6397078,9.846410725610527
1668870782.6387074,9.84741223666839
1668874380.6423154,9.84802645711102
1668877976.6476414,9.850003199545636
1668881595.2626042,9.846239353937033
1668885204.091327,9.849649706943383
1668888797.5889099,9.850151629741497
1668892392.6921272,9.847472710559424
1668896019.2768176,9.838228046379287
1668899597.2738988,9.837577075731241
1668903328.7777786,9.849131836543668
1668906888.9881792,9.84451693765481
1668910408.35085,9.841749159348645
1671171731.7867384,9.836508303602946
1671173168.9357314,9.846194798600193
1671175255.561764,9.846482471281515
1671597735.455559,9.850173705932566
